"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	"hPa"	""	""	""	""	""
"02/23/2023 12:25'04"	"44980.5174074074"	"  22.0000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:25'14"	"44980.5175231481"	"  22.0000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:25'24"	"44980.5176388889"	"  22.0000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:25'34"	"44980.5177546296"	"  22.0000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:25'44"	"44980.5178703704"	"  22.1000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:25'54"	"44980.5179861111"	"  22.1000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:26'04"	"44980.5181018519"	"  22.1000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:26'14"	"44980.5182175926"	"  22.1000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:26'24"	"44980.5183333333"	"  22.1000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:26'34"	"44980.5184490741"	"  22.2000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:26'44"	"44980.5185648148"	"  22.2000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:26'54"	"44980.5186805556"	"  22.2000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:27'04"	"44980.5187962963"	"  22.2000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:27'14"	"44980.5189120370"	"  22.2000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:27'24"	"44980.5190277778"	"  22.3000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:27'34"	"44980.5191435185"	"  22.3000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:27'44"	"44980.5192592593"	"  22.3000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:27'54"	"44980.5193750000"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:28'04"	"44980.5194907407"	"  22.4000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:28'14"	"44980.5196064815"	"  22.4000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:28'24"	"44980.5197222222"	"  22.4000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:28'34"	"44980.5198379630"	"  22.4000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:28'44"	"44980.5199537037"	"  22.4000"	"  86.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:28'54"	"44980.5200694444"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:29'04"	"44980.5201851852"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:29'14"	"44980.5203009259"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:29'24"	"44980.5204166667"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:29'34"	"44980.5205324074"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:29'44"	"44980.5206481481"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:29'54"	"44980.5207638889"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:30'04"	"44980.5208796296"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:30'14"	"44980.5209953704"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:30'24"	"44980.5211111111"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:30'34"	"44980.5212268519"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:30'44"	"44980.5213425926"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:30'54"	"44980.5214583333"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:31'04"	"44980.5215740741"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:31'14"	"44980.5216898148"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:31'24"	"44980.5218055556"	"  22.4000"	"  85.0000"	"  1018.5000"	""	""	""	""	""	
"02/23/2023 12:31'34"	"44980.5219212963"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:31'44"	"44980.5220370370"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:31'54"	"44980.5221527778"	"  22.4000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'04"	"44980.5222685185"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'14"	"44980.5223842593"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'24"	"44980.5225000000"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'34"	"44980.5226157407"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'44"	"44980.5227314815"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:32'54"	"44980.5228472222"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'04"	"44980.5229629630"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'14"	"44980.5230787037"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'24"	"44980.5231944444"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'34"	"44980.5233101852"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'44"	"44980.5234259259"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:33'54"	"44980.5235416667"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:34'04"	"44980.5236574074"	"  22.5000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:34'14"	"44980.5237731481"	"  22.6000"	"  85.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:34'24"	"44980.5238888889"	"  22.6000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:34'34"	"44980.5240046296"	"  22.6000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:34'44"	"44980.5241203704"	"  22.6000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:34'54"	"44980.5242361111"	"  22.6000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:35'04"	"44980.5243518519"	"  22.6000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:35'14"	"44980.5244675926"	"  22.6000"	"  86.0000"	"  1018.4000"	""	""	""	""	""	
"02/23/2023 12:35'24"	"44980.5245833333"	"  22.6000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:35'34"	"44980.5246990741"	"  22.7000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:35'44"	"44980.5248148148"	"  22.7000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:35'54"	"44980.5249305556"	"  22.7000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'04"	"44980.5250462963"	"  22.7000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'14"	"44980.5251620370"	"  22.7000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'24"	"44980.5252777778"	"  22.8000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'34"	"44980.5253935185"	"  22.8000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'44"	"44980.5255092593"	"  22.8000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:36'54"	"44980.5256250000"	"  22.8000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:37'04"	"44980.5257407407"	"  22.8000"	"  86.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:37'14"	"44980.5258564815"	"  22.8000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:37'24"	"44980.5259722222"	"  22.8000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:37'34"	"44980.5260879630"	"  22.8000"	"  85.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:37'44"	"44980.5262037037"	"  22.8000"	"  85.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:37'54"	"44980.5263194444"	"  22.8000"	"  85.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:38'04"	"44980.5264351852"	"  22.8000"	"  85.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:38'14"	"44980.5265509259"	"  22.8000"	"  85.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:38'24"	"44980.5266666667"	"  22.8000"	"  85.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:38'34"	"44980.5267824074"	"  22.8000"	"  84.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:38'44"	"44980.5268981481"	"  22.8000"	"  84.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:38'54"	"44980.5270138889"	"  22.8000"	"  84.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:39'04"	"44980.5271296296"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:39'14"	"44980.5272453704"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:39'24"	"44980.5273611111"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:39'34"	"44980.5274768519"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:39'44"	"44980.5275925926"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:39'54"	"44980.5277083333"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'04"	"44980.5278240741"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'14"	"44980.5279398148"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'24"	"44980.5280555556"	"  22.8000"	"  84.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'34"	"44980.5281712963"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'44"	"44980.5282870370"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:40'54"	"44980.5284027778"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:41'04"	"44980.5285185185"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:41'14"	"44980.5286342593"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:41'24"	"44980.5287500000"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:41'34"	"44980.5288657407"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:41'44"	"44980.5289814815"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:41'54"	"44980.5290972222"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'04"	"44980.5292129630"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'14"	"44980.5293287037"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'24"	"44980.5294444444"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'34"	"44980.5295601852"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'44"	"44980.5296759259"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:42'54"	"44980.5297916667"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:43'04"	"44980.5299074074"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:43'14"	"44980.5300231481"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:43'24"	"44980.5301388889"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:43'34"	"44980.5302546296"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:43'44"	"44980.5303703704"	"  22.8000"	"  83.0000"	"  1018.3000"	""	""	""	""	""	
"02/23/2023 12:43'54"	"44980.5304861111"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'04"	"44980.5306018519"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'14"	"44980.5307175926"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'24"	"44980.5308333333"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'34"	"44980.5309490741"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'44"	"44980.5310648148"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:44'54"	"44980.5311805556"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:45'04"	"44980.5312962963"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:45'14"	"44980.5314120370"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:45'24"	"44980.5315277778"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:45'34"	"44980.5316435185"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:45'44"	"44980.5317592593"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:45'54"	"44980.5318750000"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'04"	"44980.5319907407"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'14"	"44980.5321064815"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'24"	"44980.5322222222"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'34"	"44980.5323379630"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'44"	"44980.5324537037"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:46'54"	"44980.5325694444"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:47'04"	"44980.5326851852"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:47'14"	"44980.5328009259"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:47'24"	"44980.5329166667"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:47'34"	"44980.5330324074"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:47'44"	"44980.5331481481"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:47'54"	"44980.5332638889"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'04"	"44980.5333796296"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'14"	"44980.5334953704"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'24"	"44980.5336111111"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'34"	"44980.5337268519"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'44"	"44980.5338425926"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:48'54"	"44980.5339583333"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'04"	"44980.5340740741"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'14"	"44980.5341898148"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'24"	"44980.5343055556"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'34"	"44980.5344212963"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'44"	"44980.5345370370"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:49'54"	"44980.5346527778"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:50'04"	"44980.5347685185"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:50'14"	"44980.5348842593"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:50'24"	"44980.5350000000"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:50'34"	"44980.5351157407"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:50'44"	"44980.5352314815"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:50'54"	"44980.5353472222"	"  22.8000"	"  83.0000"	"  1018.2000"	""	""	""	""	""	
"02/23/2023 12:51'04"	"44980.5354629630"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:51'14"	"44980.5355787037"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:51'24"	"44980.5356944444"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:51'34"	"44980.5358101852"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:51'44"	"44980.5359259259"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:51'54"	"44980.5360416667"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'04"	"44980.5361574074"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'14"	"44980.5362731481"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'24"	"44980.5363888889"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'34"	"44980.5365046296"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'44"	"44980.5366203704"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:52'54"	"44980.5367361111"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:53'04"	"44980.5368518519"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:53'14"	"44980.5369675926"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:53'24"	"44980.5370833333"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:53'34"	"44980.5371990741"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:53'44"	"44980.5373148148"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:53'54"	"44980.5374305556"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'04"	"44980.5375462963"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'14"	"44980.5376620370"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'24"	"44980.5377777778"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'34"	"44980.5378935185"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'44"	"44980.5380092593"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:54'54"	"44980.5381250000"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:55'04"	"44980.5382407407"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:55'14"	"44980.5383564815"	"  22.8000"	"  84.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:55'24"	"44980.5384722222"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:55'34"	"44980.5385879630"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:55'44"	"44980.5387037037"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:55'54"	"44980.5388194444"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'04"	"44980.5389351852"	"  22.8000"	"  84.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'14"	"44980.5390509259"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'24"	"44980.5391666667"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'34"	"44980.5392824074"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'44"	"44980.5393981481"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:56'54"	"44980.5395138889"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:57'04"	"44980.5396296296"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:57'14"	"44980.5397453704"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:57'24"	"44980.5398611111"	"  22.8000"	"  83.0000"	"  1018.1000"	""	""	""	""	""	
"02/23/2023 12:57'34"	"44980.5399768519"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:57'44"	"44980.5400925926"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:57'54"	"44980.5402083333"	"  22.8000"	"  83.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'04"	"44980.5403240741"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'14"	"44980.5404398148"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'24"	"44980.5405555556"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'34"	"44980.5406712963"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'44"	"44980.5407870370"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:58'54"	"44980.5409027778"	"  22.8000"	"  82.0000"	"  1018.0000"	""	""	""	""	""	
"02/23/2023 12:59'04"	"44980.5410185185"	"  22.8000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 12:59'14"	"44980.5411342593"	"  22.8000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 12:59'24"	"44980.5412500000"	"  22.8000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 12:59'34"	"44980.5413657407"	"  22.8000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 12:59'44"	"44980.5414814815"	"  22.8000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 12:59'54"	"44980.5415972222"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'04"	"44980.5417129630"	"  22.9000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'14"	"44980.5418287037"	"  22.9000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'24"	"44980.5419444444"	"  22.9000"	"  82.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'34"	"44980.5420601852"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'44"	"44980.5421759259"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:00'54"	"44980.5422916667"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:01'04"	"44980.5424074074"	"  22.8000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:01'14"	"44980.5425231481"	"  22.8000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:01'24"	"44980.5426388889"	"  22.8000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:01'34"	"44980.5427546296"	"  22.8000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:01'44"	"44980.5428703704"	"  22.9000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:01'54"	"44980.5429861111"	"  22.9000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:02'04"	"44980.5431018519"	"  22.9000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:02'14"	"44980.5432175926"	"  22.9000"	"  81.0000"	"  1017.8000"	""	""	""	""	""	
"02/23/2023 13:02'24"	"44980.5433333333"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:02'34"	"44980.5434490741"	"  22.9000"	"  81.0000"	"  1017.9000"	""	""	""	""	""	
"02/23/2023 13:02'44"	"44980.5435648148"	"  22.9000"	"  80.0000"	"  1017.9000"	""	""	""	""	""	
