 "< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	"hPa"	""	""	""	""	""
"10/27/2022 08:31'58"	"44861.3555324074"	"   9.7000"	"  84.0000"	"  1028.6000"	""	""	""	""	""	
"10/27/2022 08:41'58"	"44861.3624768519"	"   9.9000"	"  83.0000"	"  1028.6000"	""	""	""	""	""	
"10/27/2022 08:51'58"	"44861.3694212963"	"  10.1000"	"  82.0000"	"  1028.5000"	""	""	""	""	""	
"10/27/2022 09:01'58"	"44861.3763657407"	"  10.2000"	"  81.0000"	"  1028.3000"	""	""	""	""	""	
"10/27/2022 09:11'58"	"44861.3833101852"	"  10.4000"	"  80.0000"	"  1028.2000"	""	""	""	""	""	
"10/27/2022 09:21'58"	"44861.3902546296"	"  10.6000"	"  80.0000"	"  1028.2000"	""	""	""	""	""	
"10/27/2022 09:31'58"	"44861.3971990741"	"  10.8000"	"  78.0000"	"  1028.2000"	""	""	""	""	""	
"10/27/2022 09:41'58"	"44861.4041435185"	"  10.9000"	"  78.0000"	"  1028.3000"	""	""	""	""	""	
"10/27/2022 09:51'58"	"44861.4110879630"	"  11.0000"	"  77.0000"	"  1028.1000"	""	""	""	""	""	
"10/27/2022 10:01'58"	"44861.4180324074"	"  11.2000"	"  76.0000"	"  1028.0000"	""	""	""	""	""	
"10/27/2022 10:11'58"	"44861.4249768519"	"  11.4000"	"  75.0000"	"  1027.9000"	""	""	""	""	""	
"10/27/2022 10:21'58"	"44861.4319212963"	"  11.5000"	"  74.0000"	"  1027.7000"	""	""	""	""	""	
"10/27/2022 10:31'58"	"44861.4388657407"	"  11.8000"	"  72.0000"	"  1027.5000"	""	""	""	""	""	
"10/27/2022 10:41'58"	"44861.4458101852"	"  11.9000"	"  72.0000"	"  1027.3000"	""	""	""	""	""	
"10/27/2022 10:51'58"	"44861.4527546296"	"  12.1000"	"  71.0000"	"  1027.2000"	""	""	""	""	""	
"10/27/2022 11:01'58"	"44861.4596990741"	"  12.3000"	"  70.0000"	"  1027.2000"	""	""	""	""	""	
"10/27/2022 11:11'58"	"44861.4666435185"	"  12.5000"	"  69.0000"	"  1027.2000"	""	""	""	""	""	
"10/27/2022 11:21'58"	"44861.4735879630"	"  12.7000"	"  68.0000"	"  1027.2000"	""	""	""	""	""	
"10/27/2022 11:31'58"	"44861.4805324074"	"  12.9000"	"  67.0000"	"  1026.9000"	""	""	""	""	""	
"10/27/2022 11:41'58"	"44861.4874768519"	"  13.0000"	"  66.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 11:51'58"	"44861.4944212963"	"  13.2000"	"  66.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 12:01'58"	"44861.5013657407"	"  13.4000"	"  64.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 12:11'58"	"44861.5083101852"	"  13.5000"	"  64.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 12:21'58"	"44861.5152546296"	"  13.7000"	"  63.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 12:31'58"	"44861.5221990741"	"  13.8000"	"  63.0000"	"  1026.2000"	""	""	""	""	""	
"10/27/2022 12:41'58"	"44861.5291435185"	"  13.8000"	"  63.0000"	"  1026.1000"	""	""	""	""	""	
"10/27/2022 12:51'58"	"44861.5360879630"	"  13.9000"	"  62.0000"	"  1026.1000"	""	""	""	""	""	
"10/27/2022 13:01'58"	"44861.5430324074"	"  14.0000"	"  62.0000"	"  1026.0000"	""	""	""	""	""	
"10/27/2022 13:11'58"	"44861.5499768519"	"  14.0000"	"  62.0000"	"  1025.9000"	""	""	""	""	""	
"10/27/2022 13:21'58"	"44861.5569212963"	"  14.1000"	"  62.0000"	"  1025.9000"	""	""	""	""	""	
"10/27/2022 13:31'58"	"44861.5638657407"	"  14.1000"	"  62.0000"	"  1025.8000"	""	""	""	""	""	
"10/27/2022 13:41'58"	"44861.5708101852"	"  14.2000"	"  61.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 13:51'58"	"44861.5777546296"	"  14.3000"	"  61.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 14:01'58"	"44861.5846990741"	"  14.3000"	"  61.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 14:11'58"	"44861.5916435185"	"  14.4000"	"  61.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 14:21'58"	"44861.5985879630"	"  14.4000"	"  61.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 14:31'58"	"44861.6055324074"	"  14.4000"	"  61.0000"	"  1025.6000"	""	""	""	""	""	
"10/27/2022 14:41'58"	"44861.6124768519"	"  14.5000"	"  60.0000"	"  1025.4000"	""	""	""	""	""	
"10/27/2022 14:51'58"	"44861.6194212963"	"  14.5000"	"  60.0000"	"  1025.3000"	""	""	""	""	""	
"10/27/2022 15:01'58"	"44861.6263657407"	"  14.6000"	"  60.0000"	"  1025.4000"	""	""	""	""	""	
"10/27/2022 15:11'58"	"44861.6333101852"	"  14.6000"	"  60.0000"	"  1025.3000"	""	""	""	""	""	
"10/27/2022 15:21'58"	"44861.6402546296"	"  14.6000"	"  60.0000"	"  1025.3000"	""	""	""	""	""	
"10/27/2022 15:31'58"	"44861.6471990741"	"  14.6000"	"  60.0000"	"  1025.2000"	""	""	""	""	""	
"10/27/2022 15:41'58"	"44861.6541435185"	"  14.7000"	"  60.0000"	"  1025.2000"	""	""	""	""	""	
"10/27/2022 15:51'58"	"44861.6610879630"	"  14.7000"	"  60.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 16:01'58"	"44861.6680324074"	"  14.7000"	"  60.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 16:11'58"	"44861.6749768519"	"  14.7000"	"  60.0000"	"  1025.7000"	""	""	""	""	""	
"10/27/2022 16:21'58"	"44861.6819212963"	"  14.7000"	"  60.0000"	"  1025.6000"	""	""	""	""	""	
"10/27/2022 16:31'58"	"44861.6888657407"	"  14.7000"	"  60.0000"	"  1025.8000"	""	""	""	""	""	
"10/27/2022 16:41'58"	"44861.6958101852"	"  14.7000"	"  60.0000"	"  1025.8000"	""	""	""	""	""	
"10/27/2022 16:51'58"	"44861.7027546296"	"  14.7000"	"  60.0000"	"  1025.9000"	""	""	""	""	""	
"10/27/2022 17:01'58"	"44861.7096990741"	"  14.7000"	"  60.0000"	"  1026.0000"	""	""	""	""	""	
"10/27/2022 17:11'58"	"44861.7166435185"	"  14.7000"	"  60.0000"	"  1026.1000"	""	""	""	""	""	
"10/27/2022 17:21'58"	"44861.7235879630"	"  14.6000"	"  60.0000"	"  1026.1000"	""	""	""	""	""	
"10/27/2022 17:31'58"	"44861.7305324074"	"  14.6000"	"  60.0000"	"  1026.2000"	""	""	""	""	""	
"10/27/2022 17:41'58"	"44861.7374768519"	"  14.6000"	"  60.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 17:51'58"	"44861.7444212963"	"  14.5000"	"  60.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 18:01'58"	"44861.7513657407"	"  14.5000"	"  61.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 18:11'58"	"44861.7583101852"	"  14.5000"	"  61.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 18:21'58"	"44861.7652546296"	"  14.4000"	"  61.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 18:31'58"	"44861.7721990741"	"  14.4000"	"  61.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 18:41'58"	"44861.7791435185"	"  14.3000"	"  61.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 18:51'58"	"44861.7860879630"	"  14.2000"	"  62.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 19:01'58"	"44861.7930324074"	"  14.2000"	"  62.0000"	"  1026.8000"	""	""	""	""	""	
"10/27/2022 19:11'58"	"44861.7999768519"	"  14.1000"	"  62.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 19:21'58"	"44861.8069212963"	"  14.0000"	"  63.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 19:31'58"	"44861.8138657407"	"  14.0000"	"  63.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 19:41'58"	"44861.8208101852"	"  13.9000"	"  63.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 19:51'58"	"44861.8277546296"	"  13.8000"	"  64.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 20:01'58"	"44861.8346990741"	"  13.7000"	"  64.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 20:11'58"	"44861.8416435185"	"  13.6000"	"  65.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 20:21'58"	"44861.8485879630"	"  13.6000"	"  65.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 20:31'58"	"44861.8555324074"	"  13.5000"	"  66.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 20:41'58"	"44861.8624768519"	"  13.4000"	"  66.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 20:51'58"	"44861.8694212963"	"  13.3000"	"  66.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 21:01'58"	"44861.8763657407"	"  13.2000"	"  67.0000"	"  1026.8000"	""	""	""	""	""	
"10/27/2022 21:11'58"	"44861.8833101852"	"  13.1000"	"  67.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 21:21'58"	"44861.8902546296"	"  13.0000"	"  68.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 21:31'58"	"44861.8971990741"	"  12.9000"	"  68.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 21:41'58"	"44861.9041435185"	"  12.8000"	"  69.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 21:51'58"	"44861.9110879630"	"  12.7000"	"  69.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 22:01'58"	"44861.9180324074"	"  12.7000"	"  69.0000"	"  1026.7000"	""	""	""	""	""	
"10/27/2022 22:11'58"	"44861.9249768519"	"  12.6000"	"  70.0000"	"  1026.6000"	""	""	""	""	""	
"10/27/2022 22:21'58"	"44861.9319212963"	"  12.5000"	"  70.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 22:31'58"	"44861.9388657407"	"  12.5000"	"  70.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 22:41'58"	"44861.9458101852"	"  12.4000"	"  71.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 22:51'58"	"44861.9527546296"	"  12.3000"	"  71.0000"	"  1026.4000"	""	""	""	""	""	
"10/27/2022 23:01'58"	"44861.9596990741"	"  12.3000"	"  71.0000"	"  1026.3000"	""	""	""	""	""	
"10/27/2022 23:11'58"	"44861.9666435185"	"  12.2000"	"  72.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 23:21'58"	"44861.9735879630"	"  12.2000"	"  72.0000"	"  1026.5000"	""	""	""	""	""	
"10/27/2022 23:31'58"	"44861.9805324074"	"  12.1000"	"  72.0000"	"  1026.3000"	""	""	""	""	""	
"10/27/2022 23:41'58"	"44861.9874768519"	"  12.1000"	"  72.0000"	"  1026.3000"	""	""	""	""	""	
"10/27/2022 23:51'58"	"44861.9944212963"	"  12.1000"	"  73.0000"	"  1026.4000"	""	""	""	""	""	
"10/28/2022 00:01'58"	"44862.0013657407"	"  12.0000"	"  73.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 00:11'58"	"44862.0083101852"	"  12.0000"	"  73.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 00:21'58"	"44862.0152546296"	"  11.9000"	"  73.0000"	"  1026.3000"	""	""	""	""	""	
"10/28/2022 00:31'58"	"44862.0221990741"	"  11.9000"	"  73.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 00:41'58"	"44862.0291435185"	"  11.9000"	"  73.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 00:51'58"	"44862.0360879630"	"  11.9000"	"  73.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 01:01'58"	"44862.0430324074"	"  11.8000"	"  73.0000"	"  1026.0000"	""	""	""	""	""	
"10/28/2022 01:11'58"	"44862.0499768519"	"  11.8000"	"  74.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 01:21'58"	"44862.0569212963"	"  11.7000"	"  74.0000"	"  1026.0000"	""	""	""	""	""	
"10/28/2022 01:31'58"	"44862.0638657407"	"  11.7000"	"  74.0000"	"  1026.0000"	""	""	""	""	""	
"10/28/2022 01:41'58"	"44862.0708101852"	"  11.6000"	"  74.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 01:51'58"	"44862.0777546296"	"  11.5000"	"  75.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 02:01'58"	"44862.0846990741"	"  11.5000"	"  75.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 02:11'58"	"44862.0916435185"	"  11.4000"	"  75.0000"	"  1025.6000"	""	""	""	""	""	
"10/28/2022 02:21'58"	"44862.0985879630"	"  11.4000"	"  76.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 02:31'58"	"44862.1055324074"	"  11.3000"	"  76.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 02:41'58"	"44862.1124768519"	"  11.2000"	"  76.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 02:51'58"	"44862.1194212963"	"  11.1000"	"  77.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 03:01'58"	"44862.1263657407"	"  11.1000"	"  77.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 03:11'58"	"44862.1333101852"	"  11.0000"	"  77.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 03:21'58"	"44862.1402546296"	"  10.9000"	"  78.0000"	"  1025.3000"	""	""	""	""	""	
"10/28/2022 03:31'58"	"44862.1471990741"	"  10.9000"	"  78.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 03:41'58"	"44862.1541435185"	"  10.8000"	"  78.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 03:51'58"	"44862.1610879630"	"  10.7000"	"  79.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 04:01'58"	"44862.1680324074"	"  10.6000"	"  79.0000"	"  1025.3000"	""	""	""	""	""	
"10/28/2022 04:11'58"	"44862.1749768519"	"  10.6000"	"  80.0000"	"  1025.5000"	""	""	""	""	""	
"10/28/2022 04:21'58"	"44862.1819212963"	"  10.5000"	"  80.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 04:31'58"	"44862.1888657407"	"  10.4000"	"  80.0000"	"  1025.3000"	""	""	""	""	""	
"10/28/2022 04:41'58"	"44862.1958101852"	"  10.4000"	"  80.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 04:51'58"	"44862.2027546296"	"  10.3000"	"  81.0000"	"  1025.4000"	""	""	""	""	""	
"10/28/2022 05:01'58"	"44862.2096990741"	"  10.2000"	"  81.0000"	"  1025.5000"	""	""	""	""	""	
"10/28/2022 05:11'58"	"44862.2166435185"	"  10.2000"	"  81.0000"	"  1025.6000"	""	""	""	""	""	
"10/28/2022 05:21'58"	"44862.2235879630"	"  10.1000"	"  81.0000"	"  1025.6000"	""	""	""	""	""	
"10/28/2022 05:31'58"	"44862.2305324074"	"  10.1000"	"  81.0000"	"  1025.6000"	""	""	""	""	""	
"10/28/2022 05:41'58"	"44862.2374768519"	"  10.0000"	"  82.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 05:51'58"	"44862.2444212963"	"  10.0000"	"  82.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 06:01'58"	"44862.2513657407"	"   9.9000"	"  82.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 06:11'58"	"44862.2583101852"	"   9.8000"	"  82.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 06:21'58"	"44862.2652546296"	"   9.8000"	"  82.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 06:31'58"	"44862.2721990741"	"   9.8000"	"  82.0000"	"  1025.8000"	""	""	""	""	""	
"10/28/2022 06:41'58"	"44862.2791435185"	"   9.8000"	"  82.0000"	"  1025.9000"	""	""	""	""	""	
"10/28/2022 06:51'58"	"44862.2860879630"	"   9.8000"	"  82.0000"	"  1025.9000"	""	""	""	""	""	
"10/28/2022 07:01'58"	"44862.2930324074"	"   9.8000"	"  82.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 07:11'58"	"44862.2999768519"	"   9.8000"	"  82.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 07:21'58"	"44862.3069212963"	"   9.8000"	"  82.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 07:31'58"	"44862.3138657407"	"   9.9000"	"  82.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 07:41'58"	"44862.3208101852"	"   9.9000"	"  82.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 07:51'58"	"44862.3277546296"	"  10.0000"	"  81.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 08:01'58"	"44862.3346990741"	"  10.0000"	"  81.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 08:11'58"	"44862.3416435185"	"  10.0000"	"  81.0000"	"  1026.3000"	""	""	""	""	""	
"10/28/2022 08:21'58"	"44862.3485879630"	"  10.1000"	"  81.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 08:31'58"	"44862.3555324074"	"  10.2000"	"  81.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 08:41'58"	"44862.3624768519"	"  10.3000"	"  80.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 08:51'58"	"44862.3694212963"	"  10.4000"	"  79.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 09:01'58"	"44862.3763657407"	"  10.5000"	"  79.0000"	"  1026.2000"	""	""	""	""	""	
"10/28/2022 09:11'58"	"44862.3833101852"	"  10.7000"	"  78.0000"	"  1026.1000"	""	""	""	""	""	
"10/28/2022 09:21'58"	"44862.3902546296"	"  10.8000"	"  77.0000"	"  1026.0000"	""	""	""	""	""	
"10/28/2022 09:31'58"	"44862.3971990741"	"  10.9000"	"  76.0000"	"  1025.9000"	""	""	""	""	""	
"10/28/2022 09:41'58"	"44862.4041435185"	"  11.1000"	"  75.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 09:51'58"	"44862.4110879630"	"  11.2000"	"  75.0000"	"  1025.7000"	""	""	""	""	""	
"10/28/2022 10:01'58"	"44862.4180324074"	"  11.3000"	"  74.0000"	"  1025.6000"	""	""	""	""	""	
"10/28/2022 10:11'58"	"44862.4249768519"	"  11.5000"	"  73.0000"	"  1025.3000"	""	""	""	""	""	
"10/28/2022 10:21'58"	"44862.4319212963"	"  11.6000"	"  72.0000"	"  1025.2000"	""	""	""	""	""	
"10/28/2022 10:31'58"	"44862.4388657407"	"  11.8000"	"  72.0000"	"  1025.0000"	""	""	""	""	""	
"10/28/2022 10:41'58"	"44862.4458101852"	"  11.9000"	"  71.0000"	"  1024.9000"	""	""	""	""	""	
"10/28/2022 10:51'58"	"44862.4527546296"	"  12.1000"	"  70.0000"	"  1024.7000"	""	""	""	""	""	
"10/28/2022 11:01'58"	"44862.4596990741"	"  12.3000"	"  69.0000"	"  1024.6000"	""	""	""	""	""	
"10/28/2022 11:11'58"	"44862.4666435185"	"  12.4000"	"  68.0000"	"  1024.5000"	""	""	""	""	""	
"10/28/2022 11:21'58"	"44862.4735879630"	"  12.6000"	"  68.0000"	"  1024.3000"	""	""	""	""	""	
"10/28/2022 11:31'58"	"44862.4805324074"	"  12.8000"	"  67.0000"	"  1024.3000"	""	""	""	""	""	
"10/28/2022 11:41'58"	"44862.4874768519"	"  13.0000"	"  66.0000"	"  1024.1000"	""	""	""	""	""	
"10/28/2022 11:51'58"	"44862.4944212963"	"  13.1000"	"  65.0000"	"  1023.9000"	""	""	""	""	""	
"10/28/2022 12:01'58"	"44862.5013657407"	"  13.3000"	"  64.0000"	"  1023.9000"	""	""	""	""	""	
"10/28/2022 12:11'58"	"44862.5083101852"	"  13.5000"	"  63.0000"	"  1023.7000"	""	""	""	""	""	
"10/28/2022 12:21'58"	"44862.5152546296"	"  13.7000"	"  63.0000"	"  1023.8000"	""	""	""	""	""	
"10/28/2022 12:31'58"	"44862.5221990741"	"  13.8000"	"  62.0000"	"  1023.6000"	""	""	""	""	""	
"10/28/2022 12:41'58"	"44862.5291435185"	"  13.9000"	"  62.0000"	"  1023.6000"	""	""	""	""	""	
"10/28/2022 12:51'58"	"44862.5360879630"	"  14.0000"	"  61.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 13:01'58"	"44862.5430324074"	"  14.1000"	"  61.0000"	"  1023.3000"	""	""	""	""	""	
"10/28/2022 13:11'58"	"44862.5499768519"	"  14.2000"	"  61.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 13:21'58"	"44862.5569212963"	"  14.2000"	"  61.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 13:31'58"	"44862.5638657407"	"  14.3000"	"  60.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 13:41'58"	"44862.5708101852"	"  14.3000"	"  60.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 13:51'58"	"44862.5777546296"	"  14.4000"	"  60.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 14:01'58"	"44862.5846990741"	"  14.5000"	"  60.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 14:11'58"	"44862.5916435185"	"  14.5000"	"  60.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 14:21'58"	"44862.5985879630"	"  14.6000"	"  59.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 14:31'58"	"44862.6055324074"	"  14.6000"	"  59.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 14:41'58"	"44862.6124768519"	"  14.7000"	"  59.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 14:51'58"	"44862.6194212963"	"  14.7000"	"  59.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 15:01'58"	"44862.6263657407"	"  14.8000"	"  59.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 15:11'58"	"44862.6333101852"	"  14.8000"	"  59.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 15:21'58"	"44862.6402546296"	"  14.8000"	"  59.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 15:31'58"	"44862.6471990741"	"  14.9000"	"  59.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 15:41'58"	"44862.6541435185"	"  14.9000"	"  58.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 15:51'58"	"44862.6610879630"	"  14.9000"	"  58.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 16:01'58"	"44862.6680324074"	"  14.9000"	"  58.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 16:11'58"	"44862.6749768519"	"  14.9000"	"  58.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 16:21'58"	"44862.6819212963"	"  15.0000"	"  58.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 16:31'58"	"44862.6888657407"	"  15.0000"	"  58.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 16:41'58"	"44862.6958101852"	"  15.0000"	"  58.0000"	"  1022.9000"	""	""	""	""	""	
"10/28/2022 16:51'58"	"44862.7027546296"	"  15.0000"	"  58.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 17:01'58"	"44862.7096990741"	"  15.0000"	"  58.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 17:11'58"	"44862.7166435185"	"  15.0000"	"  58.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 17:21'58"	"44862.7235879630"	"  15.0000"	"  58.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 17:31'58"	"44862.7305324074"	"  15.0000"	"  58.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 17:41'58"	"44862.7374768519"	"  15.0000"	"  59.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 17:51'58"	"44862.7444212963"	"  14.9000"	"  59.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 18:01'58"	"44862.7513657407"	"  14.9000"	"  59.0000"	"  1023.3000"	""	""	""	""	""	
"10/28/2022 18:11'58"	"44862.7583101852"	"  14.9000"	"  59.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 18:21'58"	"44862.7652546296"	"  14.9000"	"  59.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 18:31'58"	"44862.7721990741"	"  14.8000"	"  60.0000"	"  1023.5000"	""	""	""	""	""	
"10/28/2022 18:41'58"	"44862.7791435185"	"  14.8000"	"  60.0000"	"  1023.5000"	""	""	""	""	""	
"10/28/2022 18:51'58"	"44862.7860879630"	"  14.8000"	"  60.0000"	"  1023.5000"	""	""	""	""	""	
"10/28/2022 19:01'58"	"44862.7930324074"	"  14.7000"	"  60.0000"	"  1023.5000"	""	""	""	""	""	
"10/28/2022 19:11'58"	"44862.7999768519"	"  14.7000"	"  60.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 19:21'58"	"44862.8069212963"	"  14.6000"	"  60.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 19:31'58"	"44862.8138657407"	"  14.6000"	"  60.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 19:41'58"	"44862.8208101852"	"  14.5000"	"  61.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 19:51'58"	"44862.8277546296"	"  14.5000"	"  61.0000"	"  1023.3000"	""	""	""	""	""	
"10/28/2022 20:01'58"	"44862.8346990741"	"  14.4000"	"  61.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 20:11'58"	"44862.8416435185"	"  14.4000"	"  61.0000"	"  1023.4000"	""	""	""	""	""	
"10/28/2022 20:21'58"	"44862.8485879630"	"  14.3000"	"  62.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 20:31'58"	"44862.8555324074"	"  14.2000"	"  62.0000"	"  1023.3000"	""	""	""	""	""	
"10/28/2022 20:41'58"	"44862.8624768519"	"  14.2000"	"  62.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 20:51'58"	"44862.8694212963"	"  14.1000"	"  63.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 21:01'58"	"44862.8763657407"	"  14.0000"	"  63.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 21:11'58"	"44862.8833101852"	"  14.0000"	"  63.0000"	"  1023.2000"	""	""	""	""	""	
"10/28/2022 21:21'58"	"44862.8902546296"	"  14.0000"	"  63.0000"	"  1023.1000"	""	""	""	""	""	
"10/28/2022 21:31'58"	"44862.8971990741"	"  13.9000"	"  64.0000"	"  1023.0000"	""	""	""	""	""	
"10/28/2022 21:41'58"	"44862.9041435185"	"  13.8000"	"  64.0000"	"  1022.9000"	""	""	""	""	""	
"10/28/2022 21:51'58"	"44862.9110879630"	"  13.7000"	"  64.0000"	"  1022.8000"	""	""	""	""	""	
"10/28/2022 22:01'58"	"44862.9180324074"	"  13.7000"	"  65.0000"	"  1022.7000"	""	""	""	""	""	
"10/28/2022 22:11'58"	"44862.9249768519"	"  13.6000"	"  65.0000"	"  1022.8000"	""	""	""	""	""	
